,Series_Reference,Period,Data_Value,Status Code,Type,Group,Description
791,CPIQ.SE907203PPCP,2024.03,-0.013,FINAL,Percentage points contribution quarterly,Class,Other vehicle fuels and lubricants
792,CPIQ.SE907204,2024.03,1288.0,FINAL,Main CPI,Class,Vehicle servicing and repairs
793,CPIQ.SE907204IPCA,2024.03,0.57,FINAL,Index point contribution annual,Class,Vehicle servicing and repairs
794,CPIQ.SE907204IPCP,2024.03,0.14,FINAL,Index point contribution quarterly,Class,Vehicle servicing and repairs
795,CPIQ.SE907204PCCA,2024.03,1.2,FINAL,Percentage contribution annual,Class,Vehicle servicing and repairs
796,CPIQ.SE907204PCCP,2024.03,1.7,FINAL,Percentage contribution quarterly,Class,Vehicle servicing and repairs
797,CPIQ.SE907204PPCA,2024.03,0.046,FINAL,Percentage points contribution annual,Class,Vehicle servicing and repairs
798,CPIQ.SE907204PPCP,2024.03,0.01,FINAL,Percentage points contribution quarterly,Class,Vehicle servicing and repairs
799,CPIQ.SE907205,2024.03,1160.0,FINAL,Main CPI,Class,Other private transport services
800,CPIQ.SE907205IPCA,2024.03,0.7,FINAL,Index point contribution annual,Class,Other private transport services
801,CPIQ.SE907205IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Class,Other private transport services
802,CPIQ.SE907205PCCA,2024.03,1.4,FINAL,Percentage contribution annual,Class,Other private transport services
803,CPIQ.SE907205PCCP,2024.03,0.7,FINAL,Percentage contribution quarterly,Class,Other private transport services
804,CPIQ.SE907205PPCA,2024.03,0.057,FINAL,Percentage points contribution annual,Class,Other private transport services
805,CPIQ.SE907205PPCP,2024.03,0.004,FINAL,Percentage points contribution quarterly,Class,Other private transport services
806,CPIQ.SE9072IPCA,2024.03,7.35,FINAL,Index point contribution annual,Subgroup,Private transport supplies and services
807,CPIQ.SE9072IPCP,2024.03,-1.21,FINAL,Index point contribution quarterly,Subgroup,Private transport supplies and services
808,CPIQ.SE9072PCCA,2024.03,14.9,FINAL,Percentage contribution annual,Subgroup,Private transport supplies and services
809,CPIQ.SE9072PCCP,2024.03,-15.2,FINAL,Percentage contribution quarterly,Subgroup,Private transport supplies and services
810,CPIQ.SE9072PPCA,2024.03,0.598,FINAL,Percentage points contribution annual,Subgroup,Private transport supplies and services
811,CPIQ.SE9072PPCP,2024.03,-0.091,FINAL,Percentage points contribution quarterly,Subgroup,Private transport supplies and services
812,CPIQ.SE9073,2024.03,1197.0,FINAL,Main CPI,Subgroup,Passenger transport services
813,CPIQ.SE907301,2024.03,1071.0,FINAL,Main CPI,Class,Rail passenger transport
814,CPIQ.SE907301IPCA,2024.03,0.45,FINAL,Index point contribution annual,Class,Rail passenger transport
815,CPIQ.SE907301IPCP,2024.03,0.02,FINAL,Index point contribution quarterly,Class,Rail passenger transport
816,CPIQ.SE907301PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Class,Rail passenger transport
817,CPIQ.SE907301PCCP,2024.03,0.2,FINAL,Percentage contribution quarterly,Class,Rail passenger transport
818,CPIQ.SE907301PPCA,2024.03,0.037,FINAL,Percentage points contribution annual,Class,Rail passenger transport
819,CPIQ.SE907301PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Rail passenger transport
820,CPIQ.SE907302,2024.03,1106.0,FINAL,Main CPI,Class,Road passenger transport
821,CPIQ.SE907302IPCA,2024.03,0.57,FINAL,Index point contribution annual,Class,Road passenger transport
822,CPIQ.SE907302IPCP,2024.03,0.18,FINAL,Index point contribution quarterly,Class,Road passenger transport
823,CPIQ.SE907302PCCA,2024.03,1.2,FINAL,Percentage contribution annual,Class,Road passenger transport
824,CPIQ.SE907302PCCP,2024.03,2.2,FINAL,Percentage contribution quarterly,Class,Road passenger transport
825,CPIQ.SE907302PPCA,2024.03,0.046,FINAL,Percentage points contribution annual,Class,Road passenger transport
826,CPIQ.SE907302PPCP,2024.03,0.013,FINAL,Percentage points contribution quarterly,Class,Road passenger transport
827,CPIQ.SE907303,2024.03,1576.0,FINAL,Main CPI,Class,Domestic air transport
828,CPIQ.SE907303IPCA,2024.03,0.04,FINAL,Index point contribution annual,Class,Domestic air transport
829,CPIQ.SE907303IPCP,2024.03,-0.09,FINAL,Index point contribution quarterly,Class,Domestic air transport
830,CPIQ.SE907303PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Domestic air transport
831,CPIQ.SE907303PCCP,2024.03,-1.1,FINAL,Percentage contribution quarterly,Class,Domestic air transport
832,CPIQ.SE907303PPCA,2024.03,0.003,FINAL,Percentage points contribution annual,Class,Domestic air transport
833,CPIQ.SE907303PPCP,2024.03,-0.007,FINAL,Percentage points contribution quarterly,Class,Domestic air transport
834,CPIQ.SE907304,2024.03,1389.0,FINAL,Main CPI,Class,International air transport
835,CPIQ.SE907304IPCA,2024.03,-5.2,FINAL,Index point contribution annual,Class,International air transport
836,CPIQ.SE907304IPCP,2024.03,-2.6,FINAL,Index point contribution quarterly,Class,International air transport
837,CPIQ.SE907304PCCA,2024.03,-10.6,FINAL,Percentage contribution annual,Class,International air transport
838,CPIQ.SE907304PCCP,2024.03,-32.7,FINAL,Percentage contribution quarterly,Class,International air transport
839,CPIQ.SE907304PPCA,2024.03,-0.423,FINAL,Percentage points contribution annual,Class,International air transport
840,CPIQ.SE907304PPCP,2024.03,-0.196,FINAL,Percentage points contribution quarterly,Class,International air transport
841,CPIQ.SE907305,2024.03,1310.0,FINAL,Main CPI,Class,Sea passenger transport
842,CPIQ.SE907305IPCA,2024.03,0.08,FINAL,Index point contribution annual,Class,Sea passenger transport
843,CPIQ.SE907305IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Sea passenger transport
844,CPIQ.SE907305PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Sea passenger transport
845,CPIQ.SE907305PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Sea passenger transport
846,CPIQ.SE907305PPCA,2024.03,0.006,FINAL,Percentage points contribution annual,Class,Sea passenger transport
847,CPIQ.SE907305PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Sea passenger transport
848,CPIQ.SE9073IPCA,2024.03,-4.07,FINAL,Index point contribution annual,Subgroup,Passenger transport services
849,CPIQ.SE9073IPCP,2024.03,-2.49,FINAL,Index point contribution quarterly,Subgroup,Passenger transport services
850,CPIQ.SE9073PCCA,2024.03,-8.3,FINAL,Percentage contribution annual,Subgroup,Passenger transport services
851,CPIQ.SE9073PCCP,2024.03,-31.3,FINAL,Percentage contribution quarterly,Subgroup,Passenger transport services
852,CPIQ.SE9073PPCA,2024.03,-0.331,FINAL,Percentage points contribution annual,Subgroup,Passenger transport services
853,CPIQ.SE9073PPCP,2024.03,-0.188,FINAL,Percentage points contribution quarterly,Subgroup,Passenger transport services
854,CPIQ.SE907IPCA,2024.03,3.5,FINAL,Index point contribution annual,Group,Transport
855,CPIQ.SE907IPCP,2024.03,-4.47,FINAL,Index point contribution quarterly,Group,Transport
856,CPIQ.SE907PCCA,2024.03,7.1,FINAL,Percentage contribution annual,Group,Transport
857,CPIQ.SE907PCCP,2024.03,-56.3,FINAL,Percentage contribution quarterly,Group,Transport
858,CPIQ.SE907PPCA,2024.03,0.285,FINAL,Percentage points contribution annual,Group,Transport
859,CPIQ.SE907PPCP,2024.03,-0.338,FINAL,Percentage points contribution quarterly,Group,Transport
860,CPIQ.SE908,2024.03,898.0,FINAL,Main CPI,Group,Communication
861,CPIQ.SE9081,2024.03,1325.0,FINAL,Main CPI,Subgroup,Postal services
862,CPIQ.SE908100,2024.03,1325.0,FINAL,Main CPI,Class,Postal services
863,CPIQ.SE908100IPCA,2024.03,0.06,FINAL,Index point contribution annual,Class,Postal services
864,CPIQ.SE908100IPCP,2024.03,-0.04,FINAL,Index point contribution quarterly,Class,Postal services
865,CPIQ.SE908100PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Postal services
866,CPIQ.SE908100PCCP,2024.03,-0.4,FINAL,Percentage contribution quarterly,Class,Postal services
867,CPIQ.SE908100PPCA,2024.03,0.005,FINAL,Percentage points contribution annual,Class,Postal services
868,CPIQ.SE908100PPCP,2024.03,-0.003,FINAL,Percentage points contribution quarterly,Class,Postal services
869,CPIQ.SE9081IPCA,2024.03,0.06,FINAL,Index point contribution annual,Subgroup,Postal services
870,CPIQ.SE9081IPCP,2024.03,-0.04,FINAL,Index point contribution quarterly,Subgroup,Postal services
871,CPIQ.SE9081PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Subgroup,Postal services
872,CPIQ.SE9081PCCP,2024.03,-0.4,FINAL,Percentage contribution quarterly,Subgroup,Postal services
873,CPIQ.SE9081PPCA,2024.03,0.005,FINAL,Percentage points contribution annual,Subgroup,Postal services
874,CPIQ.SE9081PPCP,2024.03,-0.003,FINAL,Percentage points contribution quarterly,Subgroup,Postal services
875,CPIQ.SE9082,2024.03,535.0,FINAL,Main CPI,Subgroup,Telecommunication equipment
876,CPIQ.SE908200,2024.03,535.0,FINAL,Main CPI,Class,Telecommunication equipment
877,CPIQ.SE908200IPCA,2024.03,-0.21,FINAL,Index point contribution annual,Class,Telecommunication equipment
878,CPIQ.SE908200IPCP,2024.03,-0.11,FINAL,Index point contribution quarterly,Class,Telecommunication equipment
879,CPIQ.SE908200PCCA,2024.03,-0.4,FINAL,Percentage contribution annual,Class,Telecommunication equipment
880,CPIQ.SE908200PCCP,2024.03,-1.4,FINAL,Percentage contribution quarterly,Class,Telecommunication equipment
881,CPIQ.SE908200PPCA,2024.03,-0.017,FINAL,Percentage points contribution annual,Class,Telecommunication equipment
882,CPIQ.SE908200PPCP,2024.03,-0.009,FINAL,Percentage points contribution quarterly,Class,Telecommunication equipment
883,CPIQ.SE9082IPCA,2024.03,-0.21,FINAL,Index point contribution annual,Subgroup,Telecommunication equipment
884,CPIQ.SE9082IPCP,2024.03,-0.11,FINAL,Index point contribution quarterly,Subgroup,Telecommunication equipment
885,CPIQ.SE9082PCCA,2024.03,-0.4,FINAL,Percentage contribution annual,Subgroup,Telecommunication equipment
886,CPIQ.SE9082PCCP,2024.03,-1.4,FINAL,Percentage contribution quarterly,Subgroup,Telecommunication equipment
887,CPIQ.SE9082PPCA,2024.03,-0.017,FINAL,Percentage points contribution annual,Subgroup,Telecommunication equipment
888,CPIQ.SE9082PPCP,2024.03,-0.009,FINAL,Percentage points contribution quarterly,Subgroup,Telecommunication equipment
889,CPIQ.SE9083,2024.03,974.0,FINAL,Main CPI,Subgroup,Telecommunication services
890,CPIQ.SE908300,2024.03,974.0,FINAL,Main CPI,Class,Telecommunication services
891,CPIQ.SE908300IPCA,2024.03,1.12,FINAL,Index point contribution annual,Class,Telecommunication services
892,CPIQ.SE908300IPCP,2024.03,0.18,FINAL,Index point contribution quarterly,Class,Telecommunication services
893,CPIQ.SE908300PCCA,2024.03,2.3,FINAL,Percentage contribution annual,Class,Telecommunication services
894,CPIQ.SE908300PCCP,2024.03,2.3,FINAL,Percentage contribution quarterly,Class,Telecommunication services
895,CPIQ.SE908300PPCA,2024.03,0.091,FINAL,Percentage points contribution annual,Class,Telecommunication services
896,CPIQ.SE908300PPCP,2024.03,0.014,FINAL,Percentage points contribution quarterly,Class,Telecommunication services
897,CPIQ.SE9083IPCA,2024.03,1.12,FINAL,Index point contribution annual,Subgroup,Telecommunication services
898,CPIQ.SE9083IPCP,2024.03,0.18,FINAL,Index point contribution quarterly,Subgroup,Telecommunication services
899,CPIQ.SE9083PCCA,2024.03,2.3,FINAL,Percentage contribution annual,Subgroup,Telecommunication services
900,CPIQ.SE9083PCCP,2024.03,2.3,FINAL,Percentage contribution quarterly,Subgroup,Telecommunication services
901,CPIQ.SE9083PPCA,2024.03,0.091,FINAL,Percentage points contribution annual,Subgroup,Telecommunication services
902,CPIQ.SE9083PPCP,2024.03,0.014,FINAL,Percentage points contribution quarterly,Subgroup,Telecommunication services
903,CPIQ.SE908IPCA,2024.03,0.97,FINAL,Index point contribution annual,Group,Communication
904,CPIQ.SE908IPCP,2024.03,0.03,FINAL,Index point contribution quarterly,Group,Communication
905,CPIQ.SE908PCCA,2024.03,2.0,FINAL,Percentage contribution annual,Group,Communication
906,CPIQ.SE908PCCP,2024.03,0.4,FINAL,Percentage contribution quarterly,Group,Communication
907,CPIQ.SE908PPCA,2024.03,0.079,FINAL,Percentage points contribution annual,Group,Communication
908,CPIQ.SE908PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Group,Communication
909,CPIQ.SE909,2024.03,1235.0,FINAL,Main CPI,Group,Recreation and culture
910,CPIQ.SE9091,2024.03,533.0,FINAL,Main CPI,Subgroup,Audio-visual and computing equipment
911,CPIQ.SE909101,2024.03,359.0,FINAL,Main CPI,Class,Audio-visual equipment
912,CPIQ.SE909101IPCA,2024.03,-0.4,FINAL,Index point contribution annual,Class,Audio-visual equipment
913,CPIQ.SE909101IPCP,2024.03,-0.29,FINAL,Index point contribution quarterly,Class,Audio-visual equipment
914,CPIQ.SE909101PCCA,2024.03,-0.8,FINAL,Percentage contribution annual,Class,Audio-visual equipment
915,CPIQ.SE909101PCCP,2024.03,-3.7,FINAL,Percentage contribution quarterly,Class,Audio-visual equipment
916,CPIQ.SE909101PPCA,2024.03,-0.033,FINAL,Percentage points contribution annual,Class,Audio-visual equipment
917,CPIQ.SE909101PPCP,2024.03,-0.022,FINAL,Percentage points contribution quarterly,Class,Audio-visual equipment
918,CPIQ.SE909102,2024.03,597.0,FINAL,Main CPI,Class,Computing equipment
919,CPIQ.SE909102IPCA,2024.03,-0.48,FINAL,Index point contribution annual,Class,Computing equipment
920,CPIQ.SE909102IPCP,2024.03,-0.23,FINAL,Index point contribution quarterly,Class,Computing equipment
921,CPIQ.SE909102PCCA,2024.03,-1.0,FINAL,Percentage contribution annual,Class,Computing equipment
922,CPIQ.SE909102PCCP,2024.03,-2.9,FINAL,Percentage contribution quarterly,Class,Computing equipment
923,CPIQ.SE909102PPCA,2024.03,-0.039,FINAL,Percentage points contribution annual,Class,Computing equipment
924,CPIQ.SE909102PPCP,2024.03,-0.018,FINAL,Percentage points contribution quarterly,Class,Computing equipment
925,CPIQ.SE909103,2024.03,1058.0,FINAL,Main CPI,Class,Recording media
926,CPIQ.SE909103IPCA,2024.03,0.01,FINAL,Index point contribution annual,Class,Recording media
927,CPIQ.SE909103IPCP,2024.03,-0.02,FINAL,Index point contribution quarterly,Class,Recording media
928,CPIQ.SE909103PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Recording media
929,CPIQ.SE909103PCCP,2024.03,-0.3,FINAL,Percentage contribution quarterly,Class,Recording media
930,CPIQ.SE909103PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Recording media
931,CPIQ.SE909103PPCP,2024.03,-0.002,FINAL,Percentage points contribution quarterly,Class,Recording media
932,CPIQ.SE9091IPCA,2024.03,-0.87,FINAL,Index point contribution annual,Subgroup,Audio-visual and computing equipment
933,CPIQ.SE9091IPCP,2024.03,-0.55,FINAL,Index point contribution quarterly,Subgroup,Audio-visual and computing equipment
934,CPIQ.SE9091PCCA,2024.03,-1.8,FINAL,Percentage contribution annual,Subgroup,Audio-visual and computing equipment
935,CPIQ.SE9091PCCP,2024.03,-6.9,FINAL,Percentage contribution quarterly,Subgroup,Audio-visual and computing equipment
936,CPIQ.SE9091PPCA,2024.03,-0.071,FINAL,Percentage points contribution annual,Subgroup,Audio-visual and computing equipment
937,CPIQ.SE9091PPCP,2024.03,-0.041,FINAL,Percentage points contribution quarterly,Subgroup,Audio-visual and computing equipment
938,CPIQ.SE9092,2024.03,1337.0,FINAL,Main CPI,Subgroup,Major recreational and cultural equipment
939,CPIQ.SE909200,2024.03,1337.0,FINAL,Main CPI,Class,Major recreational and cultural equipment
940,CPIQ.SE909200IPCA,2024.03,0.04,FINAL,Index point contribution annual,Class,Major recreational and cultural equipment
941,CPIQ.SE909200IPCP,2024.03,0.02,FINAL,Index point contribution quarterly,Class,Major recreational and cultural equipment
942,CPIQ.SE909200PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Major recreational and cultural equipment
943,CPIQ.SE909200PCCP,2024.03,0.3,FINAL,Percentage contribution quarterly,Class,Major recreational and cultural equipment
944,CPIQ.SE909200PPCA,2024.03,0.003,FINAL,Percentage points contribution annual,Class,Major recreational and cultural equipment
945,CPIQ.SE909200PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Class,Major recreational and cultural equipment
946,CPIQ.SE9092IPCA,2024.03,0.04,FINAL,Index point contribution annual,Subgroup,Major recreational and cultural equipment
947,CPIQ.SE9092IPCP,2024.03,0.02,FINAL,Index point contribution quarterly,Subgroup,Major recreational and cultural equipment
948,CPIQ.SE9092PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Subgroup,Major recreational and cultural equipment
949,CPIQ.SE9092PCCP,2024.03,0.3,FINAL,Percentage contribution quarterly,Subgroup,Major recreational and cultural equipment
950,CPIQ.SE9092PPCA,2024.03,0.003,FINAL,Percentage points contribution annual,Subgroup,Major recreational and cultural equipment
951,CPIQ.SE9092PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Subgroup,Major recreational and cultural equipment
952,CPIQ.SE9093,2024.03,1294.0,FINAL,Main CPI,Subgroup,Other recreational equipment and supplies
953,CPIQ.SE909301,2024.03,1300.0,FINAL,Main CPI,Class,"Games, toys and hobbies"
954,CPIQ.SE909301IPCA,2024.03,-0.13,FINAL,Index point contribution annual,Class,"Games, toys and hobbies"
955,CPIQ.SE909301IPCP,2024.03,0.32,FINAL,Index point contribution quarterly,Class,"Games, toys and hobbies"
956,CPIQ.SE909301PCCA,2024.03,-0.3,FINAL,Percentage contribution annual,Class,"Games, toys and hobbies"
957,CPIQ.SE909301PCCP,2024.03,4.1,FINAL,Percentage contribution quarterly,Class,"Games, toys and hobbies"
958,CPIQ.SE909301PPCA,2024.03,-0.01,FINAL,Percentage points contribution annual,Class,"Games, toys and hobbies"
959,CPIQ.SE909301PPCP,2024.03,0.024,FINAL,Percentage points contribution quarterly,Class,"Games, toys and hobbies"
960,CPIQ.SE909302,2024.03,1093.0,FINAL,Main CPI,Class,"Equipment for sport, camping and outdoor recreatio"
961,CPIQ.SE909302IPCA,2024.03,0.12,FINAL,Index point contribution annual,Class,"Equipment for sport, camping and outdoor recreatio"
962,CPIQ.SE909302IPCP,2024.03,-0.03,FINAL,Index point contribution quarterly,Class,"Equipment for sport, camping and outdoor recreatio"
963,CPIQ.SE909302PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,"Equipment for sport, camping and outdoor recreatio"
964,CPIQ.SE909302PCCP,2024.03,-0.4,FINAL,Percentage contribution quarterly,Class,"Equipment for sport, camping and outdoor recreatio"
965,CPIQ.SE909302PPCA,2024.03,0.01,FINAL,Percentage points contribution annual,Class,"Equipment for sport, camping and outdoor recreatio"
966,CPIQ.SE909302PPCP,2024.03,-0.002,FINAL,Percentage points contribution quarterly,Class,"Equipment for sport, camping and outdoor recreatio"
967,CPIQ.SE909303,2024.03,1249.0,FINAL,Main CPI,Class,"Plants, flowers and gardening supplies"
968,CPIQ.SE909303IPCA,2024.03,0.07,FINAL,Index point contribution annual,Class,"Plants, flowers and gardening supplies"
969,CPIQ.SE909303IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,"Plants, flowers and gardening supplies"
970,CPIQ.SE909303PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,"Plants, flowers and gardening supplies"
971,CPIQ.SE909303PCCP,2024.03,0.2,FINAL,Percentage contribution quarterly,Class,"Plants, flowers and gardening supplies"
972,CPIQ.SE909303PPCA,2024.03,0.006,FINAL,Percentage points contribution annual,Class,"Plants, flowers and gardening supplies"
973,CPIQ.SE909303PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,"Plants, flowers and gardening supplies"
974,CPIQ.SE909304,2024.03,1462.0,FINAL,Main CPI,Class,Pet-related products
975,CPIQ.SE909304IPCA,2024.03,1.18,FINAL,Index point contribution annual,Class,Pet-related products
976,CPIQ.SE909304IPCP,2024.03,0.08,FINAL,Index point contribution quarterly,Class,Pet-related products
977,CPIQ.SE909304PCCA,2024.03,2.4,FINAL,Percentage contribution annual,Class,Pet-related products
978,CPIQ.SE909304PCCP,2024.03,1.0,FINAL,Percentage contribution quarterly,Class,Pet-related products
979,CPIQ.SE909304PPCA,2024.03,0.096,FINAL,Percentage points contribution annual,Class,Pet-related products
980,CPIQ.SE909304PPCP,2024.03,0.006,FINAL,Percentage points contribution quarterly,Class,Pet-related products
981,CPIQ.SE9093IPCA,2024.03,1.25,FINAL,Index point contribution annual,Subgroup,Other recreational equipment and supplies
982,CPIQ.SE9093IPCP,2024.03,0.39,FINAL,Index point contribution quarterly,Subgroup,Other recreational equipment and supplies
983,CPIQ.SE9093PCCA,2024.03,2.5,FINAL,Percentage contribution annual,Subgroup,Other recreational equipment and supplies
984,CPIQ.SE9093PCCP,2024.03,4.9,FINAL,Percentage contribution quarterly,Subgroup,Other recreational equipment and supplies
985,CPIQ.SE9093PPCA,2024.03,0.101,FINAL,Percentage points contribution annual,Subgroup,Other recreational equipment and supplies
986,CPIQ.SE9093PPCP,2024.03,0.029,FINAL,Percentage points contribution quarterly,Subgroup,Other recreational equipment and supplies
987,CPIQ.SE9094,2024.03,1166.0,FINAL,Main CPI,Subgroup,Recreational and cultural services
988,CPIQ.SE909401,2024.03,1212.0,FINAL,Main CPI,Class,Recreational and sporting services
989,CPIQ.SE909401IPCA,2024.03,0.53,FINAL,Index point contribution annual,Class,Recreational and sporting services
990,CPIQ.SE909401IPCP,2024.03,0.09,FINAL,Index point contribution quarterly,Class,Recreational and sporting services
991,CPIQ.SE909401PCCA,2024.03,1.1,FINAL,Percentage contribution annual,Class,Recreational and sporting services
992,CPIQ.SE909401PCCP,2024.03,1.2,FINAL,Percentage contribution quarterly,Class,Recreational and sporting services
993,CPIQ.SE909401PPCA,2024.03,0.043,FINAL,Percentage points contribution annual,Class,Recreational and sporting services
994,CPIQ.SE909401PPCP,2024.03,0.007,FINAL,Percentage points contribution quarterly,Class,Recreational and sporting services
995,CPIQ.SE909402,2024.03,1067.0,FINAL,Main CPI,Class,Cultural services
996,CPIQ.SE909402IPCA,2024.03,1.26,FINAL,Index point contribution annual,Class,Cultural services
997,CPIQ.SE909402IPCP,2024.03,0.47,FINAL,Index point contribution quarterly,Class,Cultural services
998,CPIQ.SE909402PCCA,2024.03,2.6,FINAL,Percentage contribution annual,Class,Cultural services
999,CPIQ.SE909402PCCP,2024.03,5.9,FINAL,Percentage contribution quarterly,Class,Cultural services
1000,CPIQ.SE909402PPCA,2024.03,0.102,FINAL,Percentage points contribution annual,Class,Cultural services
1001,CPIQ.SE909402PPCP,2024.03,0.036,FINAL,Percentage points contribution quarterly,Class,Cultural services
1002,CPIQ.SE909403,2024.03,1396.0,FINAL,Main CPI,Class,Veterinary services
1003,CPIQ.SE909403IPCA,2024.03,0.43,FINAL,Index point contribution annual,Class,Veterinary services
1004,CPIQ.SE909403IPCP,2024.03,0.08,FINAL,Index point contribution quarterly,Class,Veterinary services
1005,CPIQ.SE909403PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Class,Veterinary services
1006,CPIQ.SE909403PCCP,2024.03,1.1,FINAL,Percentage contribution quarterly,Class,Veterinary services
1007,CPIQ.SE909403PPCA,2024.03,0.035,FINAL,Percentage points contribution annual,Class,Veterinary services
1008,CPIQ.SE909403PPCP,2024.03,0.006,FINAL,Percentage points contribution quarterly,Class,Veterinary services
1009,CPIQ.SE9094IPCA,2024.03,2.22,FINAL,Index point contribution annual,Subgroup,Recreational and cultural services
1010,CPIQ.SE9094IPCP,2024.03,0.65,FINAL,Index point contribution quarterly,Subgroup,Recreational and cultural services
1011,CPIQ.SE9094PCCA,2024.03,4.5,FINAL,Percentage contribution annual,Subgroup,Recreational and cultural services
1012,CPIQ.SE9094PCCP,2024.03,8.1,FINAL,Percentage contribution quarterly,Subgroup,Recreational and cultural services
1013,CPIQ.SE9094PPCA,2024.03,0.181,FINAL,Percentage points contribution annual,Subgroup,Recreational and cultural services
1014,CPIQ.SE9094PPCP,2024.03,0.049,FINAL,Percentage points contribution quarterly,Subgroup,Recreational and cultural services
1015,CPIQ.SE9095,2024.03,1282.0,FINAL,Main CPI,Subgroup,"Newspapers, books and stationery"
1016,CPIQ.SE909501,2024.03,1075.0,FINAL,Main CPI,Class,Books
1017,CPIQ.SE909501IPCA,2024.03,0.04,FINAL,Index point contribution annual,Class,Books
1018,CPIQ.SE909501IPCP,2024.03,-0.02,FINAL,Index point contribution quarterly,Class,Books
1019,CPIQ.SE909501PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Books
1020,CPIQ.SE909501PCCP,2024.03,-0.2,FINAL,Percentage contribution quarterly,Class,Books
1021,CPIQ.SE909501PPCA,2024.03,0.003,FINAL,Percentage points contribution annual,Class,Books
1022,CPIQ.SE909501PPCP,2024.03,-0.001,FINAL,Percentage points contribution quarterly,Class,Books
1023,CPIQ.SE909502,2024.03,1484.0,FINAL,Main CPI,Class,Newspapers and magazines
1024,CPIQ.SE909502IPCA,2024.03,0.27,FINAL,Index point contribution annual,Class,Newspapers and magazines
1025,CPIQ.SE909502IPCP,2024.03,0.04,FINAL,Index point contribution quarterly,Class,Newspapers and magazines
1026,CPIQ.SE909502PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Class,Newspapers and magazines
1027,CPIQ.SE909502PCCP,2024.03,0.5,FINAL,Percentage contribution quarterly,Class,Newspapers and magazines
1028,CPIQ.SE909502PPCA,2024.03,0.022,FINAL,Percentage points contribution annual,Class,Newspapers and magazines
1029,CPIQ.SE909502PPCP,2024.03,0.003,FINAL,Percentage points contribution quarterly,Class,Newspapers and magazines
1030,CPIQ.SE909504,2024.03,1221.0,FINAL,Main CPI,Class,Stationery and drawing materials
1031,CPIQ.SE909504IPCA,2024.03,0.08,FINAL,Index point contribution annual,Class,Stationery and drawing materials
1032,CPIQ.SE909504IPCP,2024.03,-0.05,FINAL,Index point contribution quarterly,Class,Stationery and drawing materials
1033,CPIQ.SE909504PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Stationery and drawing materials
1034,CPIQ.SE909504PCCP,2024.03,-0.6,FINAL,Percentage contribution quarterly,Class,Stationery and drawing materials
1035,CPIQ.SE909504PPCA,2024.03,0.007,FINAL,Percentage points contribution annual,Class,Stationery and drawing materials
1036,CPIQ.SE909504PPCP,2024.03,-0.004,FINAL,Percentage points contribution quarterly,Class,Stationery and drawing materials
1037,CPIQ.SE9095IPCA,2024.03,0.39,FINAL,Index point contribution annual,Subgroup,"Newspapers, books and stationery"
1038,CPIQ.SE9095IPCP,2024.03,-0.03,FINAL,Index point contribution quarterly,Subgroup,"Newspapers, books and stationery"
1039,CPIQ.SE9095PCCA,2024.03,0.8,FINAL,Percentage contribution annual,Subgroup,"Newspapers, books and stationery"
1040,CPIQ.SE9095PCCP,2024.03,-0.3,FINAL,Percentage contribution quarterly,Subgroup,"Newspapers, books and stationery"
1041,CPIQ.SE9095PPCA,2024.03,0.031,FINAL,Percentage points contribution annual,Subgroup,"Newspapers, books and stationery"
1042,CPIQ.SE9095PPCP,2024.03,-0.002,FINAL,Percentage points contribution quarterly,Subgroup,"Newspapers, books and stationery"
1043,CPIQ.SE9096,2024.03,1760.0,FINAL,Main CPI,Subgroup,Accommodation services
1044,CPIQ.SE909600IPCA,2024.03,2.21,FINAL,Index point contribution annual,Class,Accommodation services
1045,CPIQ.SE909600IPCP,2024.03,0.84,FINAL,Index point contribution quarterly,Class,Accommodation services
1046,CPIQ.SE909600PCCA,2024.03,4.5,FINAL,Percentage contribution annual,Class,Accommodation services
